treatment,baseline,pairing_index,metric,samples,mean,p5,p50,p95,std_error,ci95_low,ci95_high,t_stat,paired_win_rate,significant_95
flashbots-c50,univ3-full-range-zero-fee,,retailEdge,1000,-472.45458330204065,-991.2491559175209,-415.3628259535398,-157.51875087883616,8.4147202457754,-488.94713192374047,-455.9620346803408,-56.14620207240234,0,true
flashbots-c50,univ3-full-range-zero-fee,,arbitrageEdge,1000,871.2952455568158,261.32218878092743,797.8923116705911,1719.161565050026,14.444024548061966,842.9854776508018,899.6050134628297,60.32219362807177,1,true
dodo-k10000000000000000,univ3-full-range-zero-fee,,netEdge,1000,398.83876940144586,4.611903374352892,294.88406921925264,1106.4087913761564,11.731075269700712,375.84628437290394,421.8312544299878,33.99848353471703,0.999,true
dodo-k10000000000000000,univ3-full-range-zero-fee,,retailEdge,1000,-487.4568880600866,-1022.5698369440433,-429.5578690211444,-162.23085981951138,8.656349471539366,-504.4230212618961,-470.4907548582771,-56.312061991346766,0,true
dodo-k10000000000000000,univ3-full-range-zero-fee,,arbitrageEdge,1000,886.2956574615332,269.80713048515025,812.4534118410635,1740.5326436017137,14.59209209129908,857.6956825034953,914.8956324195711,60.73808004473947,1,true
flashbots-c100,univ3-full-range-zero-fee,,netEdge,1000,398.83929116094725,4.610969605808674,294.8909288570055,1106.4078409216609,11.731098643199513,375.8467603211895,421.831822000705,33.99846027142167,0.999,true
flashbots-c100,univ3-full-range-zero-fee,,retailEdge,1000,-487.4947389044643,-1022.3907195920284,-428.9750932927337,-162.43887575064537,8.657435162950325,-504.4630000223376,-470.52647778659104,-56.30937220190898,0,true
flashbots-c100,univ3-full-range-zero-fee,,arbitrageEdge,1000,886.3340300654124,270.38660082880926,811.443788002037,1745.0606320055172,14.590634540299929,857.7369118548385,914.9311482759864,60.74677750424915,1,true
dodo-k1000000000000000,univ3-full-range-zero-fee,,netEdge,1000,398.83720003082783,4.611901937653068,294.88448392314496,1106.4045018448023,11.73109356054433,375.8446791528912,421.82972090876444,33.998296746370976,0.999,true
dodo-k1000000000000000,univ3-full-range-zero-fee,,retailEdge,1000,-501.04927360349615,-1052.6948160168567,-444.4819491546728,-165.7844747205642,8.87969752229143,-518.4531609407969,-483.6453862661954,-56.426389789254785,0,true
dodo-k1000000000000000,univ3-full-range-zero-fee,,arbitrageEdge,1000,899.8864736343237,279.7935475727799,829.3281255037027,1759.931136041676,14.728067542736635,871.0199916886866,928.7529555799608,61.10010502213619,1,true
flashbots-c1000,univ3-full-range-zero-fee,,netEdge,1000,398.83765638076915,4.611752351960058,294.8870503827967,1106.4111803743176,11.731106368618743,375.84511039946796,421.83020236207034,33.99829852772271,0.999,true
flashbots-c1000,univ3-full-range-zero-fee,,retailEdge,1000,-501.0694940923282,-1052.3678588584949,-444.6124468115807,-165.75153679733003,8.87981112086104,-518.4736040787341,-483.6653841059223,-56.427945062387934,0,true
flashbots-c1000,univ3-full-range-zero-fee,,arbitrageEdge,1000,899.9071504730978,279.8756749055304,829.3643171832412,1760.5842205553486,14.727773677149255,871.0412444934282,928.7730564527674,61.10272809727791,1,true
univ2-zero-fee,univ3-full-range-zero-fee,,netEdge,1000,-0.0041692172758941975,-0.1753751447125751,-0.0028737723440031004,0.1688340564990085,0.0032207074257803083,-0.010481687835164311,0.002143253283375916,-1.2945035747492915,0.483,false
univ2-zero-fee,univ3-full-range-zero-fee,,retailEdge,1000,0.007258271699564674,-0.36257101865817276,-0.0024474268070093785,0.3971777350893717,0.008941379459007682,-0.010266510012196615,0.024783053411325962,0.811761958301924,0.491,false
univ2-zero-fee,univ3-full-range-zero-fee,,arbitrageEdge,1000,-0.01142748897546025,-0.43887392801434544,-0.007324397332013177,0.3989776075034115,0.00951267014534252,-0.030071979857140992,0.007217001906220492,-1.2012914145935398,0.483,false
univ3-conc-c2,univ3-full-range-zero-fee,,netEdge,1000,-397.59930810445434,-1113.3464866838758,-291.18837150093026,-4.885745181270636,11.686090830912267,-420.5036252531061,-374.69499095580255,-34.02329434687579,0,true
univ3-conc-c2,univ3-full-range-zero-fee,,retailEdge,1000,-91.92534009692376,-236.78869566169703,-72.75443864065676,-14.576722462637264,2.2274135977027107,-96.29099052709586,-87.55968966675167,-41.26999143389125,0.008,true
univ3-conc-c2,univ3-full-range-zero-fee,,arbitrageEdge,1000,-305.67396800753085,-1001.8942628893315,-204.64664869605485,131.34128813696088,11.794532187163508,-328.7908263088698,-282.5571097061919,-25.916582629721326,0.251,true
univ3-conc-c5,univ3-full-range-zero-fee,,netEdge,1000,-1174.6783064698577,-3463.6083424461476,-850.4751600300879,-15.134815989787029,35.46893358266618,-1244.1961388619266,-1105.1604740777889,-33.11851211235536,0.009,true
univ3-conc-c5,univ3-full-range-zero-fee,,retailEdge,1000,-280.2359961291196,-642.7834591153618,-229.2701824013899,-88.50219245278194,5.674569630773407,-291.3579482332002,-269.114044025039,-49.38453739458745,0,true
univ3-conc-c5,univ3-full-range-zero-fee,,arbitrageEdge,1000,-894.442310340739,-3203.1598980476106,-582.6929925149597,369.182957864188,36.10664165397933,-965.2100275852322,-823.6745930962459,-24.772237720484927,0.273,true
univ3-conc-c10,univ3-full-range-zero-fee,,netEdge,1000,-1662.982346599287,-5236.077665916069,-1098.1209208821858,-13.327483085722065,54.87701693292587,-1770.5393233668165,-1555.4253698317575,-30.303803660317183,0.026,true
univ3-conc-c10,univ3-full-range-zero-fee,,retailEdge,1000,-386.3359541869468,-862.0163954789782,-331.2037978311295,-127.40761520443375,7.148834391344082,-400.3474121254225,-372.3244962484711,-54.04181059988301,0,true
univ3-conc-c10,univ3-full-range-zero-fee,,arbitrageEdge,1000,-1276.6463924123402,-4921.333883096622,-726.5770082630288,548.4607467377105,55.94308240294776,-1386.2928191062742,-1166.9999657184062,-22.820451386945226,0.269,true
univ3-conc-c20,univ3-full-range-zero-fee,,netEdge,1000,-2006.5933764943384,-6535.178070757355,-1295.1997241427525,-14.48226971196911,68.62886648972172,-2141.103483114001,-1872.083269874676,-29.238328987917324,0.038,true
univ3-conc-c20,univ3-full-range-zero-fee,,retailEdge,1000,-429.8081955166529,-924.6887842842244,-377.80763279210737,-147.48531824789205,7.5234959002276565,-444.5539765189339,-415.06241451437194,-57.128787097982894,0,true
univ3-conc-c20,univ3-full-range-zero-fee,,arbitrageEdge,1000,-1576.785180977689,-5968.182927819519,-904.8046503804325,641.3740485051328,69.72066552835018,-1713.4351743914185,-1440.1351875639593,-22.61575056733399,0.258,true
univ3-conc-c50,univ3-full-range-zero-fee,,netEdge,1000,-2269.3608017663905,-7467.07075913228,-1476.2085653488389,3.385383079392085,79.52215872572448,-2425.221368841688,-2113.500234691093,-28.537464753610607,0.053,true
univ3-conc-c50,univ3-full-range-zero-fee,,retailEdge,1000,-435.8612306689045,-933.0196530061709,-379.7811772921349,-151.85897586576985,7.6585632379791075,-450.871738788666,-420.85072254914303,-56.91161868422683,0,true
univ3-conc-c50,univ3-full-range-zero-fee,,arbitrageEdge,1000,-1833.4995710974888,-7051.694512075882,-1019.8227296578359,637.0409416906491,80.51761004257361,-1991.3111869021736,-1675.687955292804,-22.77141075260465,0.246,true
univ3-conc-c100,univ3-full-range-zero-fee,,netEdge,1000,-2350.6837734505493,-7888.819642517572,-1455.1738381193097,33.81375046625567,82.32015216808634,-2512.0283069018556,-2189.339239999243,-28.555386640330536,0.056,true
univ3-conc-c100,univ3-full-range-zero-fee,,retailEdge,1000,-429.79163861505634,-911.5001758752354,-375.3988966193658,-147.48325724076784,7.582516418246889,-444.6530977070039,-414.9301795231088,-56.68192654100788,0,true
univ3-conc-c100,univ3-full-range-zero-fee,,arbitrageEdge,1000,-1920.8921348354947,-7535.775139774703,-1036.0995492889388,618.2220456925081,83.24781716724178,-2084.054858274864,-1757.7294113961257,-23.074384412704703,0.238,true
univ3-conc-c1000,univ3-full-range-zero-fee,,netEdge,1000,-2406.3788557760286,-8115.572691298214,-1479.0543142664037,12.592410952875582,84.55120912548304,-2572.0961805112897,-2240.6615310407674,-28.460608436772382,0.056,true
univ3-conc-c1000,univ3-full-range-zero-fee,,retailEdge,1000,-412.9354960518707,-869.0150218242229,-357.5303003237952,-138.6062166991285,7.365951808953083,-427.3724963092764,-398.498495794465,-56.06003226222042,0,true
univ3-conc-c1000,univ3-full-range-zero-fee,,arbitrageEdge,1000,-1993.443359724156,-7844.267648441797,-1107.331577608421,593.3915930147898,85.19585362102151,-2160.4241644535045,-1826.4625549948073,-23.398361246447877,0.224,true
univ3-conc-c2,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,66.32310211392783,0,0,0,35.57303822437599,-3.3987716265157815,136.04497585437144,1.8644205112758891,0.008,false
univ3-conc-c5,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,9440.532536768273,0,0,51318.312376626025,583.0058782303714,8297.8620126616,10583.203060874945,16.19285995095559,0.425,true
univ3-conc-c10,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,24618.679595463218,0,15087.049243382571,82519.06412746708,888.4225597219789,22877.403375355254,26359.955815571182,27.710552063386746,0.702,true
univ3-conc-c20,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,40632.73786261678,0,37707.9052919095,101512.0740944834,1012.3403857474406,38648.58716645641,42616.888558777144,40.1374265362499,0.862,true
univ3-conc-c50,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,57690.774425197866,2035.879534108803,55814.77432227623,116452.58362650554,1004.6886413559711,55721.62087246368,59659.92797793205,57.42154539274567,0.954,true
univ3-conc-c100,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,66129.54341791777,18861.109142355046,63267.47596011203,121879.02932625174,974.3626172176538,64219.82778028898,68039.25905554656,67.86954081505542,0.984,true
univ3-conc-c1000,univ3-full-range-zero-fee,,retailCapacityShortfallNotionalY,1000,74042.26986516934,32999.5112549032,69491.14107786767,128888.35323787162,916.2785267302396,72246.39695297065,75838.14277736802,80.80760129716325,1,true
